participant_idx,order_condition,theme_position,theme,theme_label,question_type,time,within_theme_order,global_order,time_clipped,within_order_label,is_first,position_group
38,PTB,1,conv,Convictions,Error Threshold,5.967,1,1,5.967,First,True,First (Q1)
38,PTB,2,welfare,Welfare Benefits,Error Threshold,1.265,1,3,1.265,First,False,Middle (Q2-6)
38,PTB,3,immi,Immigration,Baseline,5.113,2,6,5.113,Second,False,Middle (Q2-6)
38,PTB,3,immi,Immigration,Error Threshold,0.937,1,5,0.937,First,False,Middle (Q2-6)
38,PTB,4,vote,Voting,Baseline,6.399,2,8,6.399,Second,False,Middle (Q2-6)
38,PTB,4,vote,Voting,Error Threshold,2.514,1,7,2.514,First,False,Middle (Q2-6)
38,PTB,5,air,Airport Security,Error Threshold,1.162,1,9,1.162,First,False,Middle (Q2-6)
38,PTB,6,firearm,Firearm Checks,Baseline,4.904,2,12,4.904,Second,False,Middle (Q2-6)
38,PTB,6,firearm,Firearm Checks,Error Threshold,1.248,1,11,1.248,First,False,Middle (Q2-6)
38,PTB,7,auto,Autonomous Driving,Baseline,3.417,2,14,3.417,Second,False,Last (Q7)
38,PTB,7,auto,Autonomous Driving,Error Threshold,1.064,1,13,1.064,First,False,Last (Q7)
39,PBT,1,armed,Armed Conflict,Baseline,42.743,1,1,42.743,First,True,First (Q1)
39,PBT,1,armed,Armed Conflict,Error Threshold,6.1,2,2,6.1,Second,True,First (Q1)
39,PBT,2,conv,Convictions,Error Threshold,6.198,2,4,6.198,Second,False,Middle (Q2-6)
39,PBT,3,welfare,Welfare Benefits,Error Threshold,7.033,2,6,7.033,Second,False,Middle (Q2-6)
39,PBT,4,immi,Immigration,Baseline,10.403,1,7,10.403,First,False,Middle (Q2-6)
39,PBT,4,immi,Immigration,Error Threshold,4.381,2,8,4.381,Second,False,Middle (Q2-6)
39,PBT,5,vote,Voting,Error Threshold,9.048,2,10,9.048,Second,False,Middle (Q2-6)
39,PBT,6,air,Airport Security,Error Threshold,10.774,2,12,10.774,Second,False,Middle (Q2-6)
39,PBT,7,firearm,Firearm Checks,Baseline,18.6,1,13,18.6,First,False,Last (Q7)
39,PBT,7,firearm,Firearm Checks,Error Threshold,4.2,2,14,4.2,Second,False,Last (Q7)
40,BTP,1,disease,Disease Screening,Baseline,6.009,2,2,6.009,Second,True,First (Q1)
40,BTP,1,disease,Disease Screening,Error Threshold,3.534,1,1,3.534,First,True,First (Q1)
40,BTP,2,conv,Convictions,Baseline,3.349,2,4,3.349,Second,False,Middle (Q2-6)
40,BTP,2,conv,Convictions,Error Threshold,3.076,1,3,3.076,First,False,Middle (Q2-6)
40,BTP,3,immi,Immigration,Baseline,8.458,2,6,8.458,Second,False,Middle (Q2-6)
40,BTP,3,immi,Immigration,Error Threshold,1.732,1,5,1.732,First,False,Middle (Q2-6)
40,BTP,4,vote,Voting,Baseline,9.429,2,8,9.429,Second,False,Middle (Q2-6)
40,BTP,4,vote,Voting,Error Threshold,3.017,1,7,3.017,First,False,Middle (Q2-6)
40,BTP,5,air,Airport Security,Baseline,28.8,2,10,28.8,Second,False,Middle (Q2-6)
40,BTP,5,air,Airport Security,Error Threshold,7.978,1,9,7.978,First,False,Middle (Q2-6)
40,BTP,6,firearm,Firearm Checks,Error Threshold,2.601,1,11,2.601,First,False,Middle (Q2-6)
40,BTP,7,auto,Autonomous Driving,Baseline,6.4,2,14,6.4,Second,False,Last (Q7)
40,BTP,7,auto,Autonomous Driving,Error Threshold,3.69,1,13,3.69,First,False,Last (Q7)
41,BTP,1,disease,Disease Screening,Baseline,11.176,2,2,11.176,Second,True,First (Q1)
41,BTP,1,disease,Disease Screening,Error Threshold,15.446,1,1,15.446,First,True,First (Q1)
41,BTP,2,armed,Armed Conflict,Error Threshold,8.665,1,3,8.665,First,False,Middle (Q2-6)
41,BTP,3,conv,Convictions,Baseline,8.227,2,6,8.227,Second,False,Middle (Q2-6)
41,BTP,3,conv,Convictions,Error Threshold,17.008,1,5,17.008,First,False,Middle (Q2-6)
41,BTP,4,welfare,Welfare Benefits,Error Threshold,12.009,1,7,12.009,First,False,Middle (Q2-6)
41,BTP,5,vote,Voting,Baseline,21.416,2,10,21.416,Second,False,Middle (Q2-6)
41,BTP,5,vote,Voting,Error Threshold,7.119,1,9,7.119,First,False,Middle (Q2-6)
41,BTP,6,firearm,Firearm Checks,Baseline,14.501,2,12,14.501,Second,False,Middle (Q2-6)
41,BTP,6,firearm,Firearm Checks,Error Threshold,64.55,1,11,64.55,First,False,Middle (Q2-6)
41,BTP,7,auto,Autonomous Driving,Baseline,19.484,2,14,19.484,Second,False,Last (Q7)
41,BTP,7,auto,Autonomous Driving,Error Threshold,29.098,1,13,29.098,First,False,Last (Q7)
42,PTB,1,disease,Disease Screening,Error Threshold,3.634,1,1,3.634,First,True,First (Q1)
42,PTB,2,armed,Armed Conflict,Error Threshold,11.488,1,3,11.488,First,False,Middle (Q2-6)
42,PTB,3,welfare,Welfare Benefits,Error Threshold,2.964,1,5,2.964,First,False,Middle (Q2-6)
42,PTB,4,immi,Immigration,Error Threshold,3.337,1,7,3.337,First,False,Middle (Q2-6)
42,PTB,5,air,Airport Security,Error Threshold,2.343,1,9,2.343,First,False,Middle (Q2-6)
42,PTB,6,firearm,Firearm Checks,Baseline,22.793,2,12,22.793,Second,False,Middle (Q2-6)
42,PTB,6,firearm,Firearm Checks,Error Threshold,2.872,1,11,2.872,First,False,Middle (Q2-6)
42,PTB,7,auto,Autonomous Driving,Baseline,23.082,2,14,23.082,Second,False,Last (Q7)
42,PTB,7,auto,Autonomous Driving,Error Threshold,10.861,1,13,10.861,First,False,Last (Q7)
43,PBT,1,disease,Disease Screening,Baseline,16.883,1,1,16.883,First,True,First (Q1)
43,PBT,1,disease,Disease Screening,Error Threshold,7.588,2,2,7.588,Second,True,First (Q1)
43,PBT,2,armed,Armed Conflict,Error Threshold,10.536,2,4,10.536,Second,False,Middle (Q2-6)
43,PBT,3,conv,Convictions,Baseline,118.988,1,5,118.988,First,False,Middle (Q2-6)
43,PBT,3,conv,Convictions,Error Threshold,19.527,2,6,19.527,Second,False,Middle (Q2-6)
43,PBT,4,welfare,Welfare Benefits,Error Threshold,15.047,2,8,15.047,Second,False,Middle (Q2-6)
43,PBT,5,immi,Immigration,Baseline,73.888,1,9,73.888,First,False,Middle (Q2-6)
43,PBT,5,immi,Immigration,Error Threshold,4.402,2,10,4.402,Second,False,Middle (Q2-6)
43,PBT,6,vote,Voting,Baseline,19.461,1,11,19.461,First,False,Middle (Q2-6)
43,PBT,6,vote,Voting,Error Threshold,12.513,2,12,12.513,Second,False,Middle (Q2-6)
43,PBT,7,firearm,Firearm Checks,Error Threshold,16.936,2,14,16.936,Second,False,Last (Q7)
44,PBT,1,disease,Disease Screening,Baseline,11.764,1,1,11.764,First,True,First (Q1)
44,PBT,1,disease,Disease Screening,Error Threshold,3.32,2,2,3.32,Second,True,First (Q1)
44,PBT,2,armed,Armed Conflict,Baseline,11.025,1,3,11.025,First,False,Middle (Q2-6)
44,PBT,2,armed,Armed Conflict,Error Threshold,3.665,2,4,3.665,Second,False,Middle (Q2-6)
44,PBT,3,welfare,Welfare Benefits,Baseline,7.78,1,5,7.78,First,False,Middle (Q2-6)
44,PBT,3,welfare,Welfare Benefits,Error Threshold,3.645,2,6,3.645,Second,False,Middle (Q2-6)
44,PBT,4,immi,Immigration,Baseline,13.357,1,7,13.357,First,False,Middle (Q2-6)
44,PBT,4,immi,Immigration,Error Threshold,20.443,2,8,20.443,Second,False,Middle (Q2-6)
44,PBT,5,vote,Voting,Error Threshold,13.339,2,10,13.339,Second,False,Middle (Q2-6)
44,PBT,6,firearm,Firearm Checks,Error Threshold,18.738,2,12,18.738,Second,False,Middle (Q2-6)
44,PBT,7,auto,Autonomous Driving,Baseline,17.901,1,13,17.901,First,False,Last (Q7)
44,PBT,7,auto,Autonomous Driving,Error Threshold,8.559,2,14,8.559,Second,False,Last (Q7)
45,PBT,1,disease,Disease Screening,Error Threshold,6.174,2,2,6.174,Second,True,First (Q1)
45,PBT,2,armed,Armed Conflict,Baseline,24.634,1,3,24.634,First,False,Middle (Q2-6)
45,PBT,2,armed,Armed Conflict,Error Threshold,20.153,2,4,20.153,Second,False,Middle (Q2-6)
45,PBT,3,welfare,Welfare Benefits,Baseline,12.152,1,5,12.152,First,False,Middle (Q2-6)
45,PBT,3,welfare,Welfare Benefits,Error Threshold,10.302,2,6,10.302,Second,False,Middle (Q2-6)
45,PBT,4,immi,Immigration,Baseline,34.233,1,7,34.233,First,False,Middle (Q2-6)
45,PBT,4,immi,Immigration,Error Threshold,8.737,2,8,8.737,Second,False,Middle (Q2-6)
45,PBT,5,vote,Voting,Baseline,50.185,1,9,50.185,First,False,Middle (Q2-6)
45,PBT,5,vote,Voting,Error Threshold,20.401,2,10,20.401,Second,False,Middle (Q2-6)
45,PBT,6,air,Airport Security,Baseline,12.997,1,11,12.997,First,False,Middle (Q2-6)
45,PBT,6,air,Airport Security,Error Threshold,10.335,2,12,10.335,Second,False,Middle (Q2-6)
45,PBT,7,auto,Autonomous Driving,Baseline,15.36,1,13,15.36,First,False,Last (Q7)
45,PBT,7,auto,Autonomous Driving,Error Threshold,39.047,2,14,39.047,Second,False,Last (Q7)
46,PBT,1,disease,Disease Screening,Error Threshold,30.225,2,2,30.225,Second,True,First (Q1)
46,PBT,2,armed,Armed Conflict,Error Threshold,57.181,2,4,57.181,Second,False,Middle (Q2-6)
46,PBT,3,welfare,Welfare Benefits,Baseline,6.799,1,5,6.799,First,False,Middle (Q2-6)
46,PBT,3,welfare,Welfare Benefits,Error Threshold,4.797,2,6,4.797,Second,False,Middle (Q2-6)
46,PBT,4,immi,Immigration,Error Threshold,6.38,2,8,6.38,Second,False,Middle (Q2-6)
46,PBT,5,vote,Voting,Error Threshold,6.983,2,10,6.983,Second,False,Middle (Q2-6)
46,PBT,6,air,Airport Security,Error Threshold,36.802,2,12,36.802,Second,False,Middle (Q2-6)
46,PBT,7,auto,Autonomous Driving,Baseline,12.316,1,13,12.316,First,False,Last (Q7)
46,PBT,7,auto,Autonomous Driving,Error Threshold,3.462,2,14,3.462,Second,False,Last (Q7)
47,BTP,1,disease,Disease Screening,Baseline,86.22,2,2,86.22,Second,True,First (Q1)
47,BTP,1,disease,Disease Screening,Error Threshold,336.101,1,1,135.52889999999968,First,True,First (Q1)
47,BTP,2,armed,Armed Conflict,Baseline,29.957,2,4,29.957,Second,False,Middle (Q2-6)
47,BTP,2,armed,Armed Conflict,Error Threshold,4.462,1,3,4.462,First,False,Middle (Q2-6)
47,BTP,3,welfare,Welfare Benefits,Baseline,10.931,2,6,10.931,Second,False,Middle (Q2-6)
